165,214,248,182,158,252,222,186,208,245
177,197,161,165,184,226,192,190,214,213
201,211,159,187,158,233,180,184,178,198
181,218,201,205,110,240,237,205,209,174
211,241,228,231,215,193,233,134,191,99
155,167,196,234,189,191,95,234,142,199
237,224,155,152,255,163,181,243,233,229
167,215,225,186,193,231,157,229,176,190
215,240,221,215,185,204,240,238,227,186
166,204,180,188,166,179,213,187,231,190
170,220,252,185,155,249,217,184,207,245
183,203,165,167,181,222,186,187,213,213
208,218,163,188,153,227,172,179,175,197
188,225,205,207,105,233,227,196,201,166
217,248,233,234,212,186,221,120,174,81
161,173,200,237,185,184,83,221,125,181
242,229,158,153,253,156,172,235,226,223
170,218,227,187,188,226,151,225,174,188
214,240,222,218,185,204,237,236,223,181
162,203,181,192,167,181,212,185,226,184
0,26,53,0,0,84,37,0,1,33
0,7,0,0,18,63,12,0,11,5
6,16,0,6,1,81,11,1,0,0
0,23,6,22,0,91,78,39,40,3
19,48,27,41,49,43,85,0,68,0
0,0,0,46,24,41,0,93,17,81
52,39,0,0,103,14,19,72,57,51
0,39,42,8,32,70,0,40,0,0
64,80,40,27,3,20,44,40,38,1
26,51,0,0,0,0,8,0,46,12
