239,169,214,237,166,222,197,236,235,244
162,246,79,222,185,221,185,230,250,138
238,215,230,183,117,199,224,233,213,246
205,153,200,207,151,163,181,218,150,180
177,173,146,207,165,131,215,236,227,156
180,133,209,186,140,106,235,153,163,166
237,174,173,182,173,145,202,180,203,237
203,186,255,228,198,200,152,179,183,235
148,227,176,200,198,194,53,225,231,215
237,187,234,255,229,218,169,207,224,192
224,155,202,226,150,204,179,209,193,195
155,242,78,221,181,215,178,217,221,101
247,227,249,203,132,213,243,246,210,236
220,173,226,234,175,188,212,244,163,184
187,187,166,231,186,156,245,255,243,165
177,135,219,199,154,124,255,174,177,177
215,156,164,181,177,152,212,191,212,247
170,158,238,217,196,202,153,182,187,240
114,198,155,187,194,193,50,222,231,217
204,157,212,246,223,217,162,201,222,191
35,0,28,72,28,80,17,40,45,58
0,49,0,53,48,79,0,27,57,0
42,19,35,7,0,55,27,16,11,51
29,0,17,41,27,32,0,12,0,0
36,29,0,71,67,29,63,66,74,10
48,0,70,57,40,2,96,0,6,11
93,28,25,39,41,12,53,11,7,29
37,22,92,65,36,41,0,7,0,0
0,34,0,10,9,15,0,57,19,0
31,0,28,54,25,31,11,41,15,0
