1,0,0,5,0,0,0,1,0,0
0,8,0,0,0,10,0,0,0,0
1,3,0,0,0,0,0,0,0,0
2,1,0,0,1,0,0,0,0,0
0,0,1,0,0,8,0,0,0,0
0,7,0,1,0,0,0,0,0,0
0,8,0,0,1,2,0,5,0,0
0,1,0,1,0,0,1,0,4,1
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
1,0,0,6,1,0,0,0,0,0
0,8,0,0,0,11,0,0,0,0
1,3,0,0,0,0,0,0,0,0
2,1,0,0,1,0,0,0,0,0
0,0,1,0,0,8,0,0,0,0
0,7,0,0,0,0,0,0,0,0
0,8,0,0,1,1,0,5,1,0
0,0,0,0,0,0,1,0,4,1
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
11,10,10,15,10,11,12,13,13,12
10,15,10,9,10,15,11,12,12,12
11,13,10,9,11,11,12,12,11,12
12,11,10,11,12,11,11,11,11,11
10,9,12,11,11,15,10,11,11,11
11,15,11,13,12,10,11,10,9,10
10,15,11,11,13,13,10,15,11,10
12,12,11,12,11,10,12,11,15,12
13,12,12,11,11,12,11,12,12,12
13,12,12,11,11,11,11,12,12,12
