207,174,187,192,177,180,198,216,190,171
158,182,214,188,209,208,206,193,138,159
216,210,168,191,196,213,170,206,255,168
179,223,247,207,207,208,213,226,167,169
195,225,211,249,196,255,211,191,169,195
230,211,219,237,196,211,205,208,157,255
210,234,196,236,198,255,223,202,191,169
206,229,196,230,203,236,184,221,255,184
178,199,219,207,203,200,236,212,198,174
169,189,205,193,186,186,227,205,206,183
33,0,1,8,5,8,14,37,32,24
0,0,23,0,33,34,20,13,0,11
25,14,0,0,11,31,0,22,98,20
0,18,37,0,16,21,18,40,10,25
0,10,0,35,0,75,15,8,16,57
19,0,0,20,0,19,6,21,1,145
8,29,0,23,0,91,20,9,26,19
14,32,0,23,9,41,0,22,129,27
0,12,21,8,12,9,30,12,25,14
0,6,10,0,0,0,21,5,32,22
216,180,188,194,185,188,196,217,205,193
167,188,215,190,219,219,209,198,157,185
227,218,170,195,209,227,177,218,255,202
192,233,250,210,216,216,210,225,179,185
211,235,211,245,194,255,183,158,142,169
235,211,207,223,184,193,171,170,126,255
190,212,168,209,181,255,200,186,191,178
179,200,162,201,184,221,166,211,255,206
163,181,196,185,188,187,216,198,202,186
160,176,188,174,176,175,207,189,205,190
