214,210,196,186,182,179,176,167,173,169
194,225,181,170,181,255,178,171,185,174
221,228,191,217,255,150,177,134,207,187
194,198,198,208,205,211,155,219,211,189
205,184,182,221,175,153,255,160,230,216
238,201,226,207,208,195,161,176,194,192
194,239,183,203,201,191,203,204,185,194
207,185,204,214,201,211,183,181,193,209
196,213,207,215,204,200,179,182,223,174
199,215,210,223,217,218,199,200,255,186
12,14,14,19,32,36,32,18,17,9
0,30,0,3,30,128,32,19,28,13
18,32,8,46,137,1,27,0,48,26
0,3,15,37,47,58,0,62,48,25
5,0,0,47,12,0,145,0,64,48
36,5,37,27,36,29,0,6,21,19
0,35,0,12,16,10,21,23,3,13
0,0,5,20,8,22,0,0,9,26
0,11,10,20,9,7,0,0,40,0
0,14,14,28,21,23,5,13,73,7
220,218,210,197,189,190,207,198,189,177
198,231,193,179,185,255,205,198,197,177
221,230,196,220,255,153,197,154,211,184
188,193,195,203,196,208,164,229,203,174
191,169,167,204,157,139,255,155,208,185
232,193,215,196,196,189,164,173,173,163
215,255,195,212,216,211,228,222,184,186
233,207,218,228,221,238,210,202,195,202
209,219,204,212,210,212,188,183,206,147
205,214,199,210,217,223,198,190,229,150
