87,226,245,202,197,255,149,222,172,179
203,137,73,199,208,233,249,144,213,230
231,175,212,192,159,142,184,206,204,202
199,204,120,141,234,91,187,231,171,168
187,194,217,190,211,172,184,191,187,210
227,156,182,232,181,187,221,255,159,173
191,208,226,241,254,232,231,203,174,169
187,216,239,155,245,165,177,172,199,211
218,215,207,194,226,99,233,75,211,223
249,239,194,202,190,210,224,186,224,226
78,219,239,200,198,255,151,223,169,176
195,130,68,198,208,233,249,143,206,223
230,174,209,189,155,139,181,201,191,188
199,206,118,138,231,87,182,225,160,154
185,194,216,189,210,170,182,189,182,205
224,156,182,233,181,186,219,255,156,170
186,207,226,241,252,228,224,196,168,165
184,214,239,155,242,159,169,164,194,208
216,213,205,191,219,90,225,69,210,224
248,238,192,197,181,200,216,182,225,229
1,129,129,63,32,71,0,23,0,0
94,23,0,58,48,57,63,0,27,46
77,24,68,48,6,0,14,39,50,55
23,34,0,0,76,0,18,65,19,21
12,20,38,10,31,0,1,8,4,27
49,0,0,35,0,0,36,76,0,0
6,18,18,31,55,43,56,30,0,0
0,17,29,0,53,0,9,3,14,17
17,14,6,2,51,0,65,0,6,6
42,36,0,17,26,50,56,0,10,0
