0,1,48,2,9,4,0,4,3,0
15,0,11,16,0,102,6,0,104,9
79,14,1,150,64,29,157,0,14,2
0,165,8,168,3,0,0,19,1,0
102,1,5,164,0,28,81,1,7,12
18,122,18,11,19,4,22,4,0,23
19,19,0,10,0,0,19,0,16,7
13,16,1,21,5,18,14,8,17,107
10,40,5,67,25,22,7,9,13,13
20,7,35,15,8,188,16,5,5,5
0,4,57,15,23,20,10,18,15,0
20,0,23,29,6,120,21,7,116,21
89,26,15,168,84,47,172,7,24,11
9,179,24,185,22,15,0,29,8,0
109,11,17,178,7,42,88,5,9,13
18,127,25,20,28,11,25,5,0,22
11,13,0,10,0,0,19,0,16,7
0,5,0,17,2,16,10,3,13,103
0,29,0,61,20,17,0,0,2,2
7,0,27,9,1,180,7,0,0,0
186,179,212,155,158,157,158,176,179,159
186,152,161,157,128,246,164,161,255,185
220,148,120,255,181,155,255,153,183,174
127,255,120,255,116,123,130,179,174,171
239,134,127,255,119,167,239,175,192,202
174,255,158,149,159,154,190,183,175,212
208,201,166,170,143,159,191,174,190,179
206,203,175,189,171,188,193,191,196,255
184,209,163,223,185,195,196,209,218,220
183,165,188,167,166,255,210,213,224,228
