151,170,171,164,175,171,218,208,189,175
155,167,197,197,169,182,208,226,201,174
233,137,190,195,255,191,202,207,220,194
183,255,171,185,163,174,209,219,198,194
191,203,195,149,153,207,188,217,211,219
214,192,188,240,180,109,192,178,218,215
186,212,192,156,111,123,248,196,222,224
197,190,206,233,244,126,135,159,172,188
140,153,187,198,192,151,104,135,169,219
147,162,203,215,215,186,155,199,110,136
10,17,0,0,19,4,7,0,12,17
17,17,21,17,9,11,0,17,24,16
102,0,10,9,150,16,0,5,46,36
37,143,0,8,10,15,18,18,15,18
3,20,22,0,42,89,18,19,4,7
5,0,17,105,92,18,43,0,4,0
0,16,21,23,30,42,120,29,21,5
20,13,29,82,135,30,20,19,5,5
31,18,1,1,24,10,0,32,57,102
73,50,12,0,16,23,45,115,26,52
29,35,13,3,33,24,39,15,2,0
32,29,32,28,21,30,28,36,14,0
107,0,13,14,157,31,23,21,37,11
40,144,0,2,5,19,36,34,11,3
17,24,8,0,15,75,27,36,10,6
27,5,0,73,54,0,45,4,12,0
5,30,4,0,0,12,117,37,27,9
49,29,21,55,102,5,15,22,0,0
52,32,2,0,15,1,0,25,33,69
88,62,19,0,19,24,44,104,0,8
