12,0,3,12,4,22,2,0,0,34
0,21,35,29,0,8,14,0,0,47
49,23,1,46,42,30,44,44,2,76
22,15,18,18,32,28,50,41,25,92
53,4,48,39,64,6,7,36,6,44
11,6,45,0,0,0,0,0,47,65
0,0,11,0,0,0,0,43,19,52
20,3,0,7,31,9,10,28,45,99
104,22,0,27,44,21,3,8,19,15
38,33,8,0,20,50,29,0,20,0
209,180,210,216,200,224,226,224,209,234
187,213,227,216,171,194,219,201,171,213
230,197,162,199,189,183,212,200,116,169
201,184,167,157,171,176,216,192,126,168
238,179,201,183,217,178,207,223,144,157
212,197,216,124,166,185,213,186,201,195
226,212,215,175,178,162,210,242,171,178
238,221,186,214,226,204,219,224,204,242
255,207,190,226,227,202,198,203,203,192
196,204,202,188,197,225,216,175,215,186
5,0,0,7,0,16,8,3,0,21
0,18,30,21,0,0,16,0,0,19
55,24,0,33,23,15,39,29,0,18
37,21,13,4,18,20,54,35,0,34
74,16,48,33,64,18,38,58,0,17
35,23,49,0,0,13,32,11,43,45
25,14,22,0,0,0,15,55,0,16
30,13,0,10,26,6,16,28,23,66
82,5,0,19,25,3,0,2,7,0
0,2,0,0,0,24,15,0,14,0
