9,11,9,9,10,10,12,13,14,14
11,13,10,15,15,10,13,13,13,13
12,10,12,11,10,13,11,13,13,12
11,12,12,12,11,12,14,11,13,13
13,11,14,13,10,12,12,13,13,12
11,11,11,14,11,12,12,11,12,12
12,11,11,12,11,10,12,12,12,12
12,12,15,11,10,11,11,12,11,11
13,13,13,12,11,11,10,11,10,10
14,14,14,12,11,11,10,10,9,10
0,2,1,0,0,0,0,0,0,0
1,3,1,10,8,0,0,0,0,0
1,0,1,0,0,1,0,0,0,0
0,0,1,1,0,0,1,0,0,0
1,0,3,3,0,1,0,1,0,0
0,0,0,4,1,1,1,0,0,0
1,0,0,2,1,0,1,0,1,1
0,0,9,0,0,1,1,1,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,1,0,0
0,2,1,0,0,0,0,0,1,0
1,3,1,10,8,0,0,0,0,0
2,0,1,1,0,1,0,0,0,0
0,1,2,1,0,0,2,0,0,0
1,0,3,3,0,1,0,1,0,0
0,0,0,4,0,1,1,0,0,0
0,0,0,1,0,0,1,1,1,1
0,0,8,0,0,1,1,1,0,0
0,0,0,0,0,0,0,1,0,1
0,0,0,0,0,0,0,1,0,1
