12,12,14,12,12,11,12,12,14,15
12,11,12,13,13,11,11,11,14,15
11,12,12,11,12,12,12,10,13,14
14,13,11,12,13,11,12,13,14,15
12,15,12,11,11,12,12,10,13,13
11,12,10,12,12,11,10,11,12,13
11,13,11,11,12,13,11,13,12,12
13,13,11,11,11,11,10,15,12,13
11,12,10,11,11,10,11,15,11,12
11,12,10,15,11,12,10,12,11,12
0,0,1,0,0,0,1,0,0,0
0,0,0,0,1,0,0,0,0,0
0,0,0,0,0,0,2,0,0,0
2,1,0,0,1,0,2,2,1,0
1,3,0,0,0,1,2,0,0,0
0,1,0,0,1,0,0,0,0,0
0,1,1,1,0,1,1,2,0,0
1,1,1,1,0,0,0,4,0,0
0,1,1,1,0,0,1,5,0,0
0,1,1,6,0,1,0,2,0,0
1,1,2,0,0,0,0,0,0,0
1,0,1,1,1,0,0,0,0,0
0,1,0,0,0,0,1,0,0,0
3,2,0,1,1,0,1,1,1,0
1,4,1,0,0,1,1,0,0,0
0,1,0,1,1,0,0,0,0,0
0,2,1,1,1,1,0,2,0,0
2,2,0,1,0,0,0,4,0,0
0,1,0,0,0,0,0,4,0,0
0,2,1,5,0,1,0,1,0,0
