3,9,75,0,7,3,0,13,16,13
13,0,2,14,0,0,9,10,9,12
1,22,0,4,2,0,4,14,2,8
24,0,12,0,0,0,1,0,4,15
16,9,0,2,84,47,13,83,5,16
25,27,0,25,17,0,0,26,0,0
26,38,17,0,4,0,6,40,25,5
146,14,51,0,18,5,2,6,75,34
67,53,13,69,18,0,7,7,3,3
43,89,30,38,12,10,10,0,5,5
9,17,86,0,21,16,0,13,6,0
14,0,10,26,12,3,18,12,3,1
0,18,0,10,13,9,15,22,2,7
11,0,9,0,4,8,13,1,9,16
0,0,0,0,90,57,21,90,5,14
6,13,0,22,20,0,0,31,0,0
7,22,8,0,8,0,12,45,24,3
126,0,39,0,18,10,8,10,75,32
44,33,2,62,17,0,9,10,4,3
19,68,17,30,11,12,11,2,6,6
183,190,255,169,205,206,197,223,227,223
203,185,197,210,196,188,209,208,201,202
217,235,203,208,199,186,185,183,158,160
241,208,222,201,191,182,177,156,155,160
213,207,188,195,255,233,194,255,177,186
194,197,171,201,197,165,175,209,184,187
158,173,161,152,169,166,184,225,214,198
249,123,173,138,174,174,182,193,255,227
148,144,124,200,173,162,190,199,193,195
113,169,135,165,167,183,197,193,195,195
