38,0,0,0,0,0,11,0,7,8
26,19,16,0,19,34,1,0,3,0
48,0,0,15,0,13,6,21,53,44
0,6,7,16,10,25,4,13,56,40
19,14,13,0,9,0,42,8,18,1
31,10,6,64,29,39,43,0,47,34
10,9,39,0,42,28,41,9,11,8
53,0,29,29,0,55,52,94,9,12
4,38,17,37,1,24,36,9,16,20
0,29,19,40,0,5,21,2,0,12
212,173,192,172,187,203,231,209,212,206
203,203,212,165,213,229,204,191,182,169
231,155,180,204,173,185,175,174,182,161
173,191,192,200,188,194,166,159,183,157
200,195,194,133,197,163,224,185,193,174
201,177,166,231,212,227,225,175,242,235
160,150,168,99,204,199,201,174,199,208
205,138,150,155,154,222,198,247,195,215
183,203,150,172,175,201,181,156,202,226
186,206,158,181,174,186,165,147,185,218
37,0,0,0,0,7,21,1,23,25
27,21,16,0,21,37,1,0,2,0
55,0,0,13,0,3,0,0,19,3
0,12,10,16,6,13,0,0,18,0
25,20,19,0,14,0,43,6,12,0
30,9,6,66,32,44,52,0,54,41
0,0,26,0,33,23,41,12,14,11
35,0,19,20,0,47,51,95,10,12
3,39,23,43,2,25,42,14,17,21
0,38,33,53,0,9,31,10,0,11
