0,2,2,3,0,0,0,0,0,0
0,1,0,1,4,1,2,2,3,1
1,0,1,0,1,2,2,2,2,3
0,0,2,1,0,2,3,1,2,3
0,1,0,0,0,1,0,2,0,0
0,1,1,3,3,3,0,1,0,0
1,3,0,3,0,1,3,0,0,0
2,4,5,6,4,4,3,0,1,1
1,3,4,3,4,2,0,0,3,1
1,2,5,2,6,2,1,1,1,0
13,15,15,14,11,11,12,12,13,14
14,15,10,13,14,12,14,14,14,13
15,12,13,11,11,12,12,12,11,12
12,13,14,12,11,12,13,11,12,12
15,16,11,11,13,13,11,15,13,12
15,15,13,15,14,15,10,14,12,13
11,12,9,11,8,10,14,12,12,12
10,12,12,12,11,12,12,9,13,14
10,11,12,11,11,10,9,11,14,13
10,11,13,9,14,10,11,12,12,11
0,3,3,2,0,0,0,0,0,1
2,3,0,1,3,0,2,2,3,1
3,0,2,1,1,2,2,2,2,3
0,1,2,1,0,1,3,1,3,3
0,1,0,0,0,0,0,3,1,0
1,1,0,1,1,2,0,1,0,0
0,2,0,1,0,0,2,0,0,0
3,4,4,4,2,3,2,0,1,2
4,5,5,4,4,2,0,1,4,2
5,5,7,3,8,3,2,2,2,0
