1,0,1,2,0,2,1,0,1,9
0,1,0,0,1,1,7,0,0,1
0,1,0,0,1,1,8,8,1,0
1,0,12,1,0,0,0,1,0,0
0,1,0,1,2,0,0,0,0,0
14,1,7,0,0,8,3,1,0,0
0,1,0,2,0,0,0,0,0,1
0,5,0,0,0,0,0,0,0,5
7,1,0,2,0,1,0,1,0,0
2,9,3,1,0,0,1,0,0,0
0,0,0,1,0,2,1,1,2,10
0,0,0,0,0,1,8,1,0,2
0,1,0,0,1,1,8,9,1,1
1,0,12,1,0,0,1,1,1,0
1,1,0,2,2,0,0,0,1,1
14,1,8,0,0,9,3,2,0,1
1,1,0,2,0,1,0,1,1,2
1,5,0,0,1,0,0,1,1,7
7,2,1,2,0,1,0,2,1,1
2,10,4,1,0,0,1,1,1,1
13,13,14,14,10,11,10,9,8,15
12,12,12,12,11,10,16,9,7,9
11,12,10,10,13,12,16,16,11,11
10,10,16,10,11,11,10,11,12,12
8,9,8,10,12,10,11,11,12,12
16,9,16,10,9,16,14,13,10,10
10,12,11,14,10,11,12,12,10,10
11,16,12,11,12,11,12,12,10,15
16,10,9,12,11,13,11,12,11,11
10,16,11,10,11,12,12,11,12,12
